DATA,Temperatura massima (°C),Temperatura media (°C),Temperatura minima (°C),Temperatura classe,Precipitazione (mm),Precipitazione classe,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Durata calma (min),Tempo permanenza (min),Vento classe,Umidità massima (%),Umidità media (%),Umidità minima (%),Umidità classe,Radiazione globale (MJ/m²),Radiazione classe
2003-05-02,9.8,5.5,3.1,MZZZ,11.6,MY,0.5,,,440,,MY000Y,98,88,71,MZYZ,10.0,MY
2003-05-03,15.5,9.3,4.7,MYYY,0.0,MZ,1.6,,,250,,MY000Y,92,48,12,MYYY,29.4,MY
2003-05-04,13.9,9.6,5.2,MZZZ,0.0,MZ,1.5,,,580,,MZ000Z,96,73,49,MZZZ,26.4,MZ
2003-05-05,13.2,10.1,7.1,MZZZ,0.0,MZ,2.5,,,300,,MZ000Z,98,79,61,MZZZ,16.1,MZ
2003-05-06,14.4,10.5,7.9,MZZZ,0.0,MZ,1.4,,WNW,80,330,MY0YYY,87,67,53,MZZZ,17.1,MY
2003-05-07,14.4,11.2,8.4,MZZZ,0.0,MZ,1.1,,,180,,MZ000Z,66,56,45,MZZZ,11.0,MZ
2003-05-08,14.9,11.2,7.9,MZZZ,0.0,MZ,2.0,,,200,,MZ000Z,70,57,42,MZZZ,18.6,MZ
2003-05-09,14.8,10.3,6.2,MZZZ,0.0,MZ,1.0,,,240,,MZ000Z,95,54,29,MZZZ,18.4,MZ
2003-05-10,11.4,7.7,5.3,MZZZ,3.6,MZ,0.6,,,680,,MZ000Z,99,79,57,MZZZ,9.9,MZ
2003-05-11,12.6,9.0,5.5,MZZZ,0.0,MZ,1.3,,,300,,MZ000Z,99,79,58,MZZZ,19.1,MZ
2003-05-12,15.8,10.7,6.9,MZZZ,0.0,MZ,1.0,,,320,,MZ000Z,96,64,44,MZZZ,20.5,MZ
2003-05-13,13.4,8.4,1.2,MZZZ,0.0,MZ,2.1,,E,10,490,MZ0YYZ,83,54,36,MZZZ,25.0,MZ
2003-05-14,7.8,3.5,-0.7,MZZZ,0.0,MZ,2.5,,E,20,600,MZ0YYZ,47,32,18,MZZZ,30.7,MZ
2003-05-15,12.9,5.0,-1.7,MZZZ,0.0,MZ,0.7,,,300,,MZ000Z,76,41,21,MZZZ,29.7,MZ
2003-05-16,9.0,5.1,1.9,MZZZ,0.0,MZ,1.1,,,490,,MZ000Z,73,60,47,MZZZ,22.9,MZ
2003-05-17,8.5,4.9,2.3,MZZZ,0.0,MZ,0.5,,,560,,MZ000Z,92,75,57,MZZZ,10.7,MZ
2003-05-18,16.2,10.6,3.6,MZZZ,0.0,MZ,1.4,,E,120,310,MZ0YYZ,79,57,41,MZZZ,22.6,MZ
2003-05-19,16.8,11.0,4.6,MZZZ,3.6,MZ,1.6,,WNW,80,260,MZ0YYZ,85,61,39,MZYZ,21.7,MZ
2003-05-20,7.1,4.6,2.2,MZZZ,0.0,MZ,3.1,,E,10,1010,MZ0YYZ,64,53,42,MZZZ,27.8,MZ
2003-05-21,7.6,4.4,2.0,MZZZ,0.0,MZ,2.4,,E,10,800,MZ0YYZ,61,49,41,MZZZ,26.4,MZ
2003-05-22,11.9,8.9,3.7,MZZZ,0.0,MZ,2.3,,E,10,510,MZ0YYZ,60,47,29,MZZZ,22.6,MZ
2003-05-23,19.6,13.5,6.6,MZZZ,0.0,MZ,1.4,,,160,,MZ000Z,75,42,23,MZZZ,28.7,MZ
2003-05-24,12.5,9.5,7.2,MZZZ,0.8,MZ,2.8,,,270,,MZ000Z,90,75,58,MZYZ,21.3,MZ
2003-05-25,11.3,8.8,6.7,MZZZ,0.0,MZ,1.8,,,500,,MZ000Z,91,75,57,MZZZ,10.8,MZ
2003-05-26,8.0,6.2,4.7,MZZZ,5.8,MZ,0.6,,,440,,MZ000Z,97,86,77,MZYZ,3.6,MZ
2003-05-27,12.1,8.8,5.7,MZZZ,1.4,MZ,0.3,,,780,,MZ000Z,90,77,67,MZYZ,5.2,MZ
2003-05-28,17.4,12.2,8.2,MZZZ,0.0,MZ,0.7,,,530,,MZ000Z,89,62,43,MZZZ,22.9,MZ
2003-05-29,17.1,10.5,6.0,MYYY,8.4,MY,1.0,,,490,,MZ000Z,96,74,49,MYYY,17.8,MY
2003-05-30,17.0,11.8,6.0,MZZZ,0.0,MZ,0.7,,,370,,MZ000Z,89,69,46,MZZZ,27.2,MZ
2003-05-31,20.2,14.7,9.1,MZZZ,0.0,MZ,0.7,,,380,,MZ000Z,82,61,41,MZZZ,27.7,MZ
2003-06-01,20.8,13.2,8.8,MZZZ,12.6,MZ,1.1,,,250,,MZ000Z,97,67,42,MZYZ,22.6,MZ
2003-06-02,18.0,12.9,8.4,MZZZ,2.4,MZ,0.7,,,310,,MZ000Z,89,69,48,MZYZ,20.5,MZ
2003-06-03,18.4,12.9,8.6,MZZZ,0.2,MY,0.3,,,690,,MZ000Z,98,76,45,MZZZ,19.4,MZ
2003-06-04,17.6,13.3,10.0,MZZZ,0.0,MZ,1.5,,,520,,MZ000Z,98,81,58,MZZZ,24.0,MZ
2003-06-05,17.2,13.1,9.9,MZZZ,7.0,MZ,1.7,,,400,,MZ000Z,98,82,53,MZYZ,19.4,MZ
2003-06-06,17.0,11.9,9.4,MZZZ,3.2,MZ,1.1,,,220,,MZ000Z,98,81,53,MZYZ,15.4,MZ
2003-06-07,19.2,14.2,9.7,MZZZ,0.0,MZ,1.3,,,410,,MZ000Z,88,65,42,MZZZ,21.3,MZ
2003-06-08,19.0,13.8,10.1,MZZZ,2.4,MZ,0.9,,,320,,MZ000Z,91,73,48,MZYZ,19.0,MZ
2003-06-09,20.6,15.6,11.0,MZZZ,0.6,MZ,1.1,,,340,,MZ000Z,87,61,40,MZYZ,25.3,MZ
2003-06-10,21.6,16.1,11.2,MZZZ,0.0,MZ,0.9,,,460,,MZ000Z,87,70,51,MZZZ,25.8,MZ
2003-06-11,24.1,18.7,13.3,MZZZ,0.0,MZ,0.7,,,240,,MZ000Z,78,55,31,MZZZ,28.9,MZ
2003-06-12,22.1,17.2,13.1,MZZZ,1.2,MZ,1.7,,,310,,MZ000Z,80,62,46,MZYZ,20.7,MZ
2003-06-13,23.9,17.7,13.4,MZZZ,0.6,MZ,1.1,,,230,,MZ000Z,65,52,35,MZYZ,20.1,MZ
2003-06-14,24.4,18.7,13.7,MZZZ,0.0,MZ,1.0,,,220,,MZ000Z,53,46,38,MZZZ,24.5,MZ
2003-06-15,22.4,17.2,14.1,MZZZ,0.4,MZ,1.0,,,280,,MZ000Z,62,51,37,MZYZ,14.5,MZ
2003-06-16,22.8,17.1,12.8,MZZZ,0.0,MZ,0.9,,,160,,MZ000Z,79,51,29,MZZZ,26.1,MZ
2003-06-17,20.1,14.4,10.4,MZZZ,3.0,MZ,0.7,,,310,,MZ000Z,97,68,49,MZYZ,14.0,MZ
2003-06-18,17.7,14.5,10.8,MZZZ,0.0,MZ,1.9,,E,20,650,MY0YYY,66,54,42,MZZZ,27.5,MY
2003-06-19,21.4,16.3,10.0,MZZZ,0.0,MZ,1.6,,E,30,450,MZ0YYZ,61,44,24,MZZZ,31.1,MZ
2003-06-20,22.9,18.9,13.2,MZZZ,0.0,MZ,1.5,,E,70,300,MZ0YYZ,49,29,17,MZZZ,31.5,MZ
2003-06-21,23.6,19.4,14.6,MZZZ,0.0,MZ,1.3,,N,90,290,MZ0YYZ,37,26,18,MZZZ,31.0,MZ
2003-06-22,24.0,18.0,12.1,MZZZ,4.8,MZ,1.2,,,170,,MZ000Z,93,48,26,MZYZ,24.6,MZ
2003-06-23,23.5,19.1,13.3,MZZZ,0.0,MZ,1.1,,,250,,MZ000Z,67,38,18,MZZZ,30.9,MZ
2003-06-24,24.6,19.4,14.2,MZZZ,0.0,MZ,1.0,,,190,,MZ000Z,48,35,21,MZZZ,25.5,MZ
2003-06-25,27.0,21.3,16.0,MZZZ,0.0,MZ,1.1,,,180,,MZ000Z,45,33,20,MZZZ,23.9,MZ
2003-06-26,24.9,19.8,15.9,MZZZ,0.0,MZ,1.2,,,170,,MZ000Z,52,40,28,MZZZ,21.9,MZ
2003-06-27,22.7,18.2,13.7,MZZZ,0.0,MZ,1.2,,E,70,250,MZ0YYZ,78,45,32,MZZZ,27.4,MZ
2003-06-28,19.8,14.7,10.3,MZZZ,0.0,MZ,0.6,,,540,,MZ000Z,90,65,52,MZZZ,20.5,MZ
2003-06-29,21.8,15.5,9.1,MZZZ,0.0,MZ,0.5,,,490,,MZ000Z,96,65,30,MZZZ,28.7,MZ
2003-06-30,23.1,15.9,10.9,MZZZ,0.0,MZ,0.5,,,410,,MZ000Z,97,75,26,MZZZ,25.5,MZ
2003-07-01,15.8,12.5,8.7,MZZZ,0.2,MY,1.5,,,230,,MZ000Z,94,64,38,MZZZ,11.0,MZ
2003-07-02,16.0,11.6,7.1,MZZZ,0.0,MY,1.5,,E,40,350,MZ0YYZ,63,48,31,MZZZ,19.2,MZ
2003-07-03,15.0,11.4,7.6,MZZZ,0.0,MZ,2.2,,E,20,580,MZ0YYZ,77,51,37,MZZZ,27.6,MZ
2003-07-04,13.5,9.7,7.1,MZZZ,0.0,MZ,1.9,,E,20,540,MZ0YYZ,64,54,45,MZZZ,25.7,MZ
2003-07-05,19.6,12.8,5.2,MZZZ,0.0,MZ,0.8,,,320,,MZ000Z,77,47,23,MZZZ,30.8,MZ
2003-07-06,20.0,14.1,8.2,MZZZ,0.0,MZ,0.8,,,400,,MZ000Z,78,60,37,MZZZ,29.5,MZ
2003-07-07,20.7,15.6,10.5,MZZZ,0.0,MY,1.0,,,180,,MZ000Z,74,51,34,MZZZ,22.2,MZ
2003-07-08,22.6,16.3,10.3,MZZZ,0.0,MZ,0.7,,,300,,MZ000Z,80,44,26,MZZZ,29.0,MZ
2003-07-09,19.7,14.7,11.1,MZZZ,1.0,MZ,1.6,,,230,,MZ000Z,87,64,48,MZYZ,17.7,MZ
2003-07-10,24.2,18.1,11.5,MZZZ,0.0,MZ,1.2,7.9,,240,,MZZ00Z,61,37,16,MZZZ,30.4,MZ
2003-07-11,25.4,18.9,13.7,MZZZ,0.0,MZ,0.9,7.3,,220,,MZZ00Z,81,37,18,MZZZ,29.9,MZ
2003-07-12,24.0,17.5,12.7,MZZZ,0.0,MZ,0.5,5.7,,590,,MZZ00Z,95,69,38,MZZZ,23.9,MZ
2003-07-13,26.6,20.4,13.5,MZZZ,0.0,MZ,1.1,8.3,,250,,MZZ00Z,94,44,19,MZZZ,29.4,MZ
2003-07-14,21.5,16.2,13.1,MZZZ,5.0,MZ,0.4,5.9,,650,,MYZ00Y,100,74,46,MZZZ,19.9,MZ
2003-07-15,21.4,16.2,12.7,MZZZ,0.4,MY,0.3,3.6,,810,,MYZ00Y,100,85,58,MZZZ,26.3,MZ
2003-07-16,19.9,15.4,12.4,MZZZ,0.0,MZ,1.2,12.5,,560,,MZZ00Z,100,84,62,MZZZ,15.9,MZ
2003-07-17,23.4,17.2,12.5,MZZZ,0.2,MY,1.6,8.5,W,120,300,MZZYYZ,94,46,20,MZZZ,30.6,MZ
2003-07-18,25.8,18.3,11.5,MZZZ,0.0,MZ,0.9,5.5,S,110,220,MZZYYZ,82,37,10,MZZZ,30.1,MZ
2003-07-19,24.4,18.0,12.3,MZZZ,0.0,MZ,0.7,5.5,,330,,MZZ00Z,88,62,30,MZZZ,28.3,MZ
2003-07-20,22.8,17.2,12.6,MZZZ,0.0,MZ,1.4,12.8,,470,,MZZ00Z,90,70,41,MZZZ,19.9,MZ
2003-07-21,23.2,17.1,12.8,MYYY,0.4,MZ,0.5,7.3,,530,,MYZ00Y,100,73,32,MYYY,17.6,MY
2003-07-22,24.3,17.4,11.5,MZZZ,0.0,MZ,0.6,10.5,,560,,MZZ00Z,100,68,31,MZZZ,18.1,MZ
2003-07-23,25.9,19.6,14.1,MZZZ,0.0,MZ,1.4,10.6,W,140,260,MZZYYZ,51,32,11,MZZZ,28.8,MZ
2003-07-24,20.3,15.9,9.9,MZZZ,1.2,MZ,1.7,11.6,W,60,260,MZZYYZ,85,50,32,MZYZ,22.3,MZ
2003-07-25,23.4,16.8,9.8,MZZZ,0.0,MZ,0.8,6.6,,150,,MZZ00Z,58,41,27,MZZZ,27.3,MZ
2003-07-26,23.5,18.2,13.4,MZZZ,0.0,MZ,0.9,7.5,,260,,MZZ00Z,86,48,27,MZZZ,20.2,MZ
2003-07-27,24.0,15.7,12.0,MZZZ,4.2,MZ,1.0,9.7,,440,,MZZ00Z,92,69,27,MZYZ,17.8,MZ
2003-07-28,23.9,15.8,9.8,MZZZ,0.0,MZ,1.7,9.5,W,120,320,MZZYYZ,76,47,19,MZZZ,28.8,MZ
2003-07-29,22.3,15.7,10.2,MZZZ,0.0,MZ,1.6,9.2,W,110,480,MZZYYZ,74,41,21,MZZZ,29.0,MZ
2003-07-30,21.5,16.1,10.0,MZ00,0.0,MZ,1.4,9.5,,190,,MZZ00Z,67,39,17,MZZZ,27.6,MZ
2003-07-31,19.6,13.7,9.5,MZ00,0.0,MZ,1.4,11.5,W,90,280,MZZYYZ,69,49,31,MZZZ,26.0,MZ
2003-08-01,21.2,15.9,9.1,MZ00,0.0,MZ,2.1,11.4,,270,,MZZ00Z,68,45,24,MZZZ,28.4,MZ
2003-08-02,25.5,18.1,12.9,MZ00,0.0,MZ,1.5,13.4,,380,,MZZ00Z,73,50,27,MZZZ,27.2,MZ
2003-08-03,25.8,18.9,13.1,MZ00,0.0,MZ,0.8,7.5,,540,,MZZ00Z,82,57,36,MZZZ,25.0,MZ
2003-08-04,25.5,19.6,14.8,MZ00,0.0,MZ,1.3,9.9,,420,,MZZ00Z,72,58,32,MZZZ,20.3,MZ
2003-08-05,27.0,18.3,13.0,MZ00,19.6,MZ,1.0,10.1,,380,,MZZ00Z,88,61,34,MZYZ,15.0,MZ
2003-08-06,27.1,19.6,14.1,MZ00,2.0,MZ,1.1,6.6,,160,,MZZ00Z,75,45,22,MZYZ,18.0,MZ
2003-08-07,26.2,19.2,14.9,MZ*0,4.0,MY,1.0,8.1,,260,,MZZ00Z,54,38,25,MZYZ,19.1,MZ
2003-08-08,24.4,17.9,12.0,MZ00,3.8,MZ,1.3,10.9,,230,,MZZ00Z,86,48,30,MZYZ,21.6,MZ
2003-08-09,26.6,20.0,14.0,MZ00,0.0,MZ,0.9,6.9,,470,,MZZ00Z,59,36,18,MZZZ,21.4,MZ
2003-08-10,27.5,21.0,16.6,MZ00,0.0,MZ,0.8,6.6,,340,,MZZ00Z,51,37,22,MZZZ,19.3,MZ
2003-08-11,28.1,22.4,18.4,MZ00,0.0,MY,1.3,7.9,S,50,380,MZZYYZ,39,27,18,MZZZ,25.1,MZ
2003-08-12,28.7,22.0,16.9,MZ00,0.0,MZ,1.0,8.2,,190,,MZZ00Z,56,29,16,MZZZ,24.0,MZ
2003-08-13,28.6,21.5,15.9,MZ00,0.2,MY,1.3,10.4,,180,,MZZ00Z,64,31,15,MZZZ,24.6,MZ
2003-08-14,24.5,18.1,12.0,MZ00,3.2,MZ,1.4,12.6,S,90,250,MZZYYZ,82,45,26,MZYZ,13.8,MZ
2003-08-15,22.3,17.7,13.4,MZ00,0.0,MZ,1.2,8.4,SE,110,270,MZZYYZ,84,48,28,MZZZ,15.2,MZ
2003-08-16,24.4,17.1,12.2,MZ00,0.4,MY,1.4,11.2,,170,,MZZ00Z,95,59,31,MZYZ,17.2,MZ
2003-08-17,23.0,15.1,10.8,MZ00,6.6,MZ,0.8,11.6,,230,,MZZ00Z,97,72,29,MZYZ,12.3,MZ
2003-08-18,19.0,14.9,11.7,MZ00,0.6,MZ,1.1,9.7,,200,,MZZ00Z,69,54,38,MZYZ,13.8,MZ
2003-08-19,23.9,17.2,12.3,MZ00,0.0,MZ,1.4,7.2,W,10,290,MZZYYZ,55,40,21,MZZZ,25.2,MZ
2003-08-20,21.8,15.8,9.8,MZ00,5.8,MZ,1.0,8.0,,160,,MZZ00Z,93,53,31,MZYZ,16.8,MZ
2003-08-21,19.2,14.1,10.4,MZ00,0.2,MY,0.5,3.5,,510,,MZZ00Z,85,69,47,MZZZ,13.2,MZ
2003-08-22,24.4,17.1,11.6,MZ00,0.0,MZ,0.9,6.7,,300,,MZZ00Z,78,52,15,MZZZ,24.7,MZ
2003-08-23,25.0,18.4,12.9,MZ00,0.0,MZ,0.8,6.3,,190,,MZZ00Z,68,44,19,MZZZ,20.9,MZ
2003-08-24,24.9,16.5,11.3,MZ00,4.8,MZ,1.0,9.1,,160,,MZZ00Z,84,53,28,MZYZ,14.8,MZ
2003-08-25,20.2,15.2,12.1,MZ00,0.2,MY,0.9,7.8,,200,,MZZ00Z,69,53,36,MZZZ,12.7,MZ
2003-08-26,21.9,16.5,11.7,MZ00,0.0,MZ,1.7,8.7,W,10,570,MZZZZZ,61,47,31,MZZZ,23.9,MZ
2003-08-27,24.4,18.4,12.7,MZ00,0.0,MZ,1.2,7.5,S,130,290,MZZYYZ,58,35,17,MZZZ,23.6,MZ
2003-08-28,23.4,17.5,13.0,MZ00,0.4,MZ,1.0,9.3,,200,,MYZ00Y,100,52,19,MZZZ,17.5,MY
2003-08-29,15.9,12.9,10.0,MZ00,7.4,MZ,1.1,9.5,,250,,MZZ00Z,100,74,48,MZZZ,8.0,MZ
2003-08-30,19.7,14.2,10.9,MZ00,0.0,MZ,2.2,8.8,SW,10,510,MZZYYZ,58,47,32,MZZZ,19.2,MZ
2003-08-31,13.0,10.2,6.4,MZ00,0.2,MY,2.3,11.6,W,60,620,MZZYYZ,66,48,34,MZZZ,22.2,MZ
2003-09-01,16.5,9.4,4.8,MZ00,0.0,MZ,1.0,9.3,,380,,MZZ00Z,68,53,39,MZZZ,22.9,MZ
2003-09-02,14.0,8.2,4.0,MZ00,0.0,MZ,1.9,9.7,,200,,MZZ00Z,66,52,40,MZZZ,21.1,MZ
2003-09-03,14.3,7.9,3.7,MZ00,0.0,MZ,0.5,5.7,,640,,MZZ00Z,93,68,42,MZZZ,17.9,MZ
2003-09-04,17.1,9.6,4.2,MZ00,0.0,MZ,0.3,4.6,,700,,MZZ00Z,94,69,35,MZZZ,21.4,MZ
2003-09-05,11.0,7.7,5.1,MZ00,0.0,MZ,0.5,4.8,,630,,MZZ00Z,91,79,62,MZZZ,7.9,MZ
2003-09-06,16.7,10.6,5.6,MZ00,0.0,MZ,0.5,7.9,,780,,MZZ00Z,84,60,40,MZZZ,14.2,MZ
2003-09-07,12.9,8.8,6.5,MZ00,12.4,MZ,1.7,13.1,,750,,MZZ00Z,100,74,55,MZZZ,12.2,MZ
2003-09-08,15.0,9.4,6.6,MZ00,3.0,MY,0.4,5.5,,660,,MYY00Y,100,86,57,MZZZ,14.7,MZ
2003-09-09,8.9,6.1,3.8,MZ00,29.0,MZ,0.5,7.0,,660,,MZZ00Z,100,89,66,MZZZ,,M0
2003-09-10,14.4,10.0,7.4,MZ00,0.0,MZ,1.7,9.6,W,100,470,MZZYYZ,74,54,43,MZZZ,19.1,MZ
2003-09-11,12.4,9.6,6.1,MZ00,0.0,MZ,2.7,12.4,W,10,570,MZZYYZ,61,51,43,MZZZ,17.4,MZ
2003-09-12,16.9,10.6,5.1,MZ00,0.0,MZ,1.5,8.5,W,30,370,MZZYYZ,50,31,18,MZZZ,17.4,MZ
2003-09-13,16.9,10.0,5.0,MZ00,2.0,MZ,0.6,8.5,,540,,MZZ00Z,73,50,27,MZYZ,15.3,MZ
2003-09-14,14.4,8.5,3.8,MZ00,0.4,MZ,1.2,9.1,,220,,MZZ00Z,94,66,33,MZYZ,20.9,MZ
2003-09-15,14.9,8.2,3.6,MZ0Z,0.0,MZ,0.7,6.1,,320,,MZZ00Z,90,64,24,MZZZ,19.7,MZ
2003-09-16,19.5,12.6,6.8,MZ00,0.0,MZ,0.7,2.3,,270,,MZZ00Z,44,26,9,MZZZ,20.3,MZ
2003-09-17,18.7,12.9,8.3,MZ00,0.0,MZ,0.6,2.9,,360,,MZZ00Z,71,41,18,MZZZ,19.4,MZ
2003-09-18,19.9,13.3,9.7,MZ00,0.0,MZ,0.5,3.6,,460,,MZZ00Z,77,51,29,MZZZ,19.1,MZ
2003-09-19,20.3,13.6,9.5,MZ00,0.0,MZ,0.8,8.6,,480,,MZZ00Z,73,47,25,MZZZ,19.2,MZ
2003-09-20,19.2,13.3,9.1,MZ00,0.0,MZ,1.2,8.2,,310,,MZZ00Z,72,50,29,MZZZ,19.0,MZ
2003-09-21,18.0,12.9,9.1,MZ00,0.0,MZ,1.0,9.1,,530,,MZZ00Z,77,58,35,MZZZ,18.3,MZ
2003-09-22,14.9,10.3,7.4,MZ00,3.6,MZ,1.9,11.6,,350,,MZZ00Z,90,71,46,MZYZ,14.1,MZ
2003-09-23,16.7,10.2,6.8,MZ0Z,0.0,MZ,0.9,6.8,E,130,220,MZZYYZ,91,67,38,MZZZ,16.5,MZ
2003-09-24,13.5,8.8,4.7,MZ00,0.2,MZ,1.9,13.6,,170,,MZZ00Z,95,63,43,MZZZ,18.6,MZ
2003-09-25,12.3,7.1,4.5,MZ0Z,1.4,MZ,0.4,4.0,,770,,MZZ00Z,100,89,56,MZZZ,13.8,MZ
2003-09-26,13.9,8.4,2.6,MZ00,0.0,MZ,0.8,4.9,,190,,MZZ00Z,91,59,35,MZZZ,18.2,MZ
2003-09-27,11.5,8.0,5.5,MZ00,0.6,MY,0.4,4.6,,720,,MYZ00Y,95,67,32,MZYZ,9.5,MZ
2003-09-28,6.8,5.3,4.8,MZ00,11.4,MY,0.3,5.5,,980,,MYZ00Y,100,98,73,MZZZ,,M0
2003-09-29,13.4,8.1,5.3,MZ00,0.0,MZ,1.3,6.6,,230,,MZZ00Z,87,57,32,MZZZ,18.1,MZ
2003-09-30,11.7,7.5,4.6,MZ00,0.2,MY,1.1,8.4,,490,,MZZ00Z,95,76,48,MZZZ,11.2,MZ
2003-10-01,8.2,7.1,6.5,MZ0Z,26.8,MZ,0.8,9.4,,550,,MZZ00Z,100,94,79,MZZZ,2.3,MZ
2003-10-02,13.0,8.4,4.6,MZ00,0.2,MY,0.2,2.8,,910,,MYZ00Y,100,94,73,MZZZ,11.5,MZ
2003-10-03,16.2,10.9,7.7,MZ00,1.4,MZ,1.2,12.5,,320,,MZZ00Z,100,66,30,MZZZ,13.2,MZ
2003-10-04,11.6,8.3,5.0,MZ0Z,0.0,MZ,2.4,9.9,SW,0,520,MZZZZZ,60,52,44,MZZZ,8.5,MZ
2003-10-05,4.7,1.0,-0.7,MZ00,0.4,MY,2.9,14.8,WSW,10,680,MZZYYZ,75,53,42,MZYZ,8.2,MZ
2003-10-06,9.8,3.9,-1.5,MZ00,0.0,MZ,1.8,9.3,SW,20,350,MZZYYZ,45,28,6,MZZZ,15.7,MZ
2003-10-07,8.3,5.8,4.0,MZ00,5.0,MZ,3.1,14.3,SW,0,630,MZZZZZ,73,49,31,MZYZ,10.6,MZ
2003-10-08,8.9,4.6,-0.7,MZ00,1.4,MZ,2.9,12.6,WSW,40,590,MZZYYZ,81,34,7,MZYZ,16.3,MZ
2003-10-09,11.3,8.3,6.5,MZ00,0.6,MY,2.5,15.5,WSW,0,430,MZZZZZ,63,50,28,MZYZ,7.1,MZ
2003-10-10,18.0,11.3,6.6,MZ00,0.0,MZ,1.0,4.4,ESE,50,550,MZZYYZ,38,31,17,MZZZ,15.4,MZ
2003-10-11,15.8,10.0,2.7,MZ00,0.0,MZ,0.6,3.5,,260,,MZZ00Z,82,36,9,MZZZ,15.1,MZ
2003-10-12,13.1,6.8,2.3,MZ00,0.0,MZ,0.4,3.7,,750,,MZZ00Z,86,61,40,MZZZ,14.3,MZ
2003-10-13,12.6,6.8,4.7,MZ00,0.0,MZ,0.3,2.7,,770,,MZZ00Z,87,68,38,MZZZ,11.5,MZ
2003-10-14,8.8,6.3,4.9,MZ00,0.8,MZ,,,,,,M00000,100,82,66,MZZZ,4.5,MZ
2003-10-15,5.1,2.3,-0.8,MZ00,0.0,MZ,0.8,5.7,,280,,MZZ00Z,89,84,71,MZZZ,3.3,MZ
2003-10-16,7.4,0.9,-4.3,MZ00,0.0,MZ,0.6,4.0,,340,,MZZ00Z,80,54,31,MZZZ,14.0,MZ
2003-10-17,1.1,-1.3,-3.0,MZ00,0.0,MZ,,,,,,M00000,91,80,62,MZZZ,4.1,MZ
2003-10-18,-0.1,-2.2,-3.7,MZ00,0.0,MZ,,,,,,M00000,90,77,64,MZZZ,4.1,MZ
2003-10-19,7.5,0.7,-3.8,MZ00,0.0,MZ,,,,,,M00000,94,62,36,MYYY,10.2,MZ
2003-10-20,8.9,1.6,-2.4,MZ00,27.4,MZ,,,,,,M00000,95,81,53,MYYY,7.4,MZ
2003-10-21,4.7,1.4,-3.2,MZ00,18.8,MZ,2.0,9.7,WSW,40,500,MZZYYZ,83,52,31,MZYZ,13.4,MZ
2003-10-22,7.6,0.6,-2.9,MZ00,0.0,MZ,1.0,5.1,,170,,MZZ00Z,82,41,14,MZZZ,13.0,MZ
2003-10-23,2.8,-2.0,-4.4,MZ00,4.0,MZ,1.7,9.7,,240,,MYY00Y,84,57,43,MZYZ,,M0
2003-10-24,0.4,-3.4,-5.6,MZ00,0.0,MZ,1.9,8.1,WSW,20,330,MZZYYZ,53,45,34,MZZZ,12.7,MZ
2003-10-25,3.8,-3.3,-7.4,MZ00,0.0,MZ,0.9,5.3,ESE,140,350,MZZYYZ,62,40,16,MZZZ,12.1,MZ
2003-10-26,2.4,-3.5,-6.7,MZ00,0.0,MZ,,,,,,M00000,85,47,16,MZZZ,6.5,MZ
2003-10-27,0.4,-3.3,-5.6,MZ00,1.2,MZ,,,,,,M00000,88,80,67,MZYZ,,M0
2003-10-28,1.4,-2.8,-4.7,MZ00,1.8,MZ,,,,,,M00000,88,77,55,MZYZ,,M0
2003-10-29,1.9,-2.6,-3.9,MZ00,1.2,MZ,,,,,,M00000,89,82,62,MZYZ,,M0
2003-10-30,1.8,-1.8,-3.3,MZ00,6.2,MY,1.7,9.3,,120,,MYZ00Y,87,65,38,MZYZ,,M0
2003-10-31,-0.6,-2.5,-3.4,MZ00,0.0,MZ,,,,,,M00000,88,81,73,MZZZ,,M0
2003-11-01,6.5,1.3,-2.2,MZ00,16.0,MZ,,,,,,M00000,100,68,44,MYYY,,M0
2003-11-02,9.3,2.3,-0.7,MZ00,16.0,MZ,1.2,6.9,ESE,80,290,MZZYYZ,58,45,26,MZYZ,10.2,MZ
2003-11-03,11.0,4.4,-0.7,MZ00,4.4,MZ,1.4,7.5,ESE,70,420,MZZYYZ,51,41,23,MZYZ,8.3,MZ
2003-11-04,9.5,3.9,1.0,MZ00,0.0,MZ,0.5,5.5,,490,,MZZ00Z,61,35,8,MZZZ,9.8,MZ
2003-11-05,15.2,6.6,1.5,MZ00,0.0,MZ,0.6,2.9,,450,,MZZ00Z,51,14,7,MZZZ,9.8,MZ
2003-11-06,17.0,8.0,-1.7,MZ00,0.0,MZ,0.5,4.2,,540,,MYZ00Y,76,15,6,MZZZ,9.5,MY
2003-11-07,-0.8,-3.1,-4.3,MZ00,0.0,MZ,2.0,16.3,WSW,0,310,MYZYYY,97,79,67,MYYY,1.6,MZ
2003-11-08,-1.8,-4.1,-5.5,MZ00,0.0,MZ,,,,,,M00000,85,82,77,MZZZ,,M0
2003-11-09,7.7,1.3,-4.9,MZ00,12.0,MZ,,,,,,M00000,83,67,47,MZYZ,,M0
2003-11-10,8.4,3.5,0.5,MZ00,0.0,MZ,,,,,,M00000,79,65,44,MZZZ,6.7,MZ
2003-11-11,10.6,2.4,-2.0,MZ00,0.0,MZ,,,,,,M00000,90,64,36,MZZZ,8.5,MZ
2003-11-12,2.5,-0.4,-2.8,MZ00,0.2,MY,,,,,,M00000,96,82,63,MYYY,4.0,MZ
