DATA,Temperatura massima (°C),Temperatura media (°C),Temperatura minima (°C),Temperatura classe,Precipitazione (mm),Precipitazione classe,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Durata calma (min),Tempo permanenza (min),Vento classe,Umidità massima (%),Umidità media (%),Umidità minima (%),Umidità classe,Radiazione globale (MJ/m²),Radiazione classe
2004-09-19,19.1,12.4,7.8,MZ00,0.0,MZ,0.9,5.8,,160,,MZZ00Z,81,44,13,MZ00,17.3,MZ
2004-09-20,17.4,11.3,7.3,MZ00,0.0,MZ,0.7,6.4,,330,,MZZ00Z,82,64,38,MZ00,15.9,MZ
2004-09-21,19.4,14.6,9.4,MZ00,0.0,MZ,2.4,10.3,W,0,590,MZZZZZ,57,21,4,MY**,18.7,MZ
2004-09-22,16.6,12.7,9.9,MZ00,0.0,MZ,2.5,10.0,WSW,20,550,MZZYYZ,48,17,,MY*0,18.5,MZ
2004-09-23,16.7,13.0,10.8,MZ00,0.0,MZ,3.0,13.4,W,10,670,MZZYYZ,54,41,29,MZ00,19.8,MZ
2004-09-24,11.5,7.3,1.8,MZ0Z,0.6,MY,3.0,14.3,W,10,630,MZZYYZ,62,43,19,MZ00,16.7,MZ
2004-09-25,9.4,4.3,0.4,MZ00,0.0,MZ,2.2,10.6,W,40,590,MZZYYZ,52,41,28,MZ00,18.1,MZ
2004-09-26,10.3,5.9,2.5,MZ00,0.0,MZ,2.2,9.8,W,10,570,MZZYYZ,51,43,31,MZ00,18.3,MZ
2004-09-27,16.9,9.6,2.7,MZ00,0.0,MZ,1.0,7.6,ESE,20,220,MZZYYZ,52,31,17,MZ00,16.2,MZ
2004-09-28,14.7,9.7,5.7,MZ00,0.0,MZ,0.7,4.7,,170,,MZZ00Z,72,44,29,MZ00,14.5,MZ
2004-09-29,17.4,10.8,6.1,MZ00,0.0,MZ,0.9,6.1,E,70,230,MZZYYZ,60,43,24,MZ0*,13.7,MZ
2004-09-30,17.3,11.6,7.3,MZ00,0.0,MZ,0.9,5.1,S,80,340,MZZYYZ,78,38,14,MZ00,16.8,MZ
2004-10-01,17.5,10.5,6.7,MZ00,0.0,MZ,0.9,5.0,ESE,100,390,MZZYYZ,83,55,25,MZ00,16.4,MZ
2004-10-02,16.8,11.3,6.9,MZ00,0.0,MZ,0.8,5.5,ESE,30,330,MZZYYZ,81,38,16,MZ00,15.2,MZ
2004-10-03,17.8,10.5,6.6,MZ00,0.0,MZ,0.8,4.4,,190,,MZZ00Z,84,48,10,MZ00,15.5,MZ
2004-10-04,16.8,10.1,5.9,MZ00,0.0,MZ,0.7,3.1,,190,,MZZ00Z,82,65,39,MZ00,14.2,MZ
2004-10-05,16.5,11.4,8.6,MZ00,0.0,MZ,0.7,5.3,,290,,MZZ00Z,83,57,32,MZ00,14.3,MZ
2004-10-06,13.6,9.9,7.7,MZ00,5.4,MZ,0.7,6.3,,240,,MZZ00Z,82,63,34,MZ*0,6.1,MZ
2004-10-07,13.7,9.4,6.1,MZ00,6.6,MZ,0.7,4.0,,400,,MZZ00Z,85,72,42,MZ**,8.3,MZ
2004-10-08,14.6,9.4,6.4,MZ00,0.2,MY,0.5,2.7,,370,,MZZ00Z,88,78,57,MZ00,9.7,MZ
2004-10-09,16.6,11.0,8.3,MZ00,0.0,MZ,0.8,4.0,,300,,MZZ00Z,84,65,42,MZ0*,11.7,MZ
2004-10-10,12.2,9.0,6.3,MZ00,0.0,MZ,1.3,8.4,S,90,370,MZZYYZ,83,50,27,MZ00,10.5,MZ
2004-10-11,11.9,7.2,4.3,MZ0Z,0.4,MY,0.8,5.4,,290,,MZZ00Z,90,57,30,MZ00,8.0,MZ
2004-10-12,4.2,2.9,0.8,MZ00,0.6,MY,0.3,3.9,,500,,MZZ00Z,100,98,92,MZ00,1.9,MZ
2004-10-13,2.7,1.0,0.1,MZ00,0.4,MY,0.1,2.4,,940,,MYZ00Y,100,97,95,MZ00,2.3,MZ
2004-10-14,1.1,0.1,-0.7,MZ00,0.8,MZ,,,,,,M00000,100,94,80,MY**,1.2,MZ
2004-10-15,3.2,0.7,-1.2,MZ00,14.6,MY,0.7,6.6,,340,,MYZ00Y,100,87,69,MY**,2.7,MZ
2004-10-16,2.9,-1.1,-3.3,MZ00,5.2,MY,,,,,,M00000,83,66,43,MZ*0,3.0,MZ
2004-10-17,4.7,0.5,-2.7,MZ00,3.2,MZ,1.6,8.8,S,0,330,MZZZZZ,75,48,33,MZ*0,7.5,MZ
2004-10-18,5.7,2.3,-1.5,MZ00,0.0,MZ,0.9,5.9,,210,,MZZ00Z,81,53,31,MZ00,9.1,MZ
2004-10-19,5.4,2.1,0.0,MZ00,3.6,MZ,0.2,2.4,,840,,MYZ00Y,100,90,81,MZ00,2.5,MZ
2004-10-20,8.3,5.6,4.1,MZZ0,7.4,MZ,0.4,3.1,,570,,MZZ00Z,100,86,71,MZ00,1.7,MZ
2004-10-21,14.3,9.6,7.1,MZ00,1.2,MZ,1.0,5.4,,210,,MZZ00Z,98,73,45,MZ*0,8.7,MZ
2004-10-22,13.9,8.9,6.0,MZ00,0.0,MZ,0.7,4.8,,270,,MZZ00Z,87,71,47,MZ00,7.6,MZ
2004-10-23,13.1,7.8,4.6,MZ00,0.0,MZ,0.8,3.0,ESE,110,310,MZZYYZ,82,62,36,MZ00,11.3,MZ
2004-10-24,13.6,8.2,4.7,MZ00,0.0,MZ,0.8,4.5,,270,,MZZ00Z,86,56,21,MZ00,11.1,MZ
2004-10-25,9.1,6.3,4.8,MZ00,9.2,MZ,0.5,6.9,,410,,MZZ00Z,100,83,66,MZ00,3.4,MZ
2004-10-26,7.2,5.5,3.5,MZ00,44.8,MZ,1.1,12.5,,260,,MZZ00Z,100,84,70,MZ00,,M0
2004-10-27,6.8,4.7,2.6,MZ00,0.4,MZ,1.8,9.5,,170,,MZZ00Z,83,73,61,MZ00,4.5,MZ
2004-10-28,4.4,3.1,0.7,MZ00,52.6,MZ,2.2,11.0,ESE,50,690,MZZYYZ,81,76,69,MZY*,1.5,MZ
2004-10-29,5.6,2.7,0.6,MZ00,18.4,MZ,1.2,11.1,,280,,MZZ00Z,100,86,65,MZ0*,3.2,MZ
2004-10-30,7.1,2.8,0.1,MZ00,0.2,MY,0.8,6.8,,240,,MZZ00Z,86,70,45,MZ00,9.4,MZ
2004-10-31,7.7,3.9,1.5,MZ00,12.2,MZ,0.8,7.2,,200,,MZZ00Z,100,75,54,MZ00,5.0,MZ
2004-11-01,5.8,4.5,3.3,MZ00,19.4,MZ,0.5,7.3,,410,,MZZ00Z,100,93,71,MZ00,1.1,MZ
2004-11-02,7.1,5.8,4.6,MZZ0,34.4,MZ,0.5,7.3,,410,,MZZ00Z,100,92,73,MZ00,2.0,MZ
2004-11-03,8.5,7.3,6.0,MZ00,29.8,MZ,0.5,5.3,,310,,MZZ00Z,94,82,68,MZ**,1.8,MZ
2004-11-04,10.9,7.3,5.0,MZ00,0.2,MY,0.5,5.2,,350,,MZZ00Z,92,77,49,MZ0*,7.4,MZ
2004-11-05,11.9,8.4,5.2,MZ00,0.0,MZ,1.4,7.3,SW,50,310,MZZYYZ,69,51,36,MZ00,8.1,MZ
2004-11-06,9.1,5.3,1.0,MZ00,0.0,MZ,1.5,9.4,WSW,40,380,MZZYYZ,54,40,23,MZ00,7.9,MZ
2004-11-07,4.2,0.8,-2.3,MZ00,0.0,MZ,1.3,9.3,W,110,220,MZZYYZ,51,39,27,MZ00,9.1,MZ
2004-11-08,4.0,-0.1,-3.3,MZ00,0.0,MZ,1.3,6.6,ESE,100,260,MZZYYZ,39,18,8,MZZ0,7.6,MZ
2004-11-09,1.5,-3.5,-7.4,MZ00,0.0,MZ,1.4,8.9,W,60,420,MZZYYZ,53,34,19,MZ00,8.6,MZ
2004-11-10,2.6,-3.6,-7.9,MZ00,0.0,MZ,1.0,6.3,ESE,90,250,MZZYYZ,50,31,14,MZ00,8.5,MZ
2004-11-11,-2.0,-4.1,-7.5,MZ00,0.0,MZ,0.5,4.8,,330,,MYZ00Y,84,71,44,MZ00,2.2,MZ
2004-11-12,3.0,0.2,-2.1,MZ00,4.8,MZ,,,,,,M00000,100,88,67,MY**,,M0
2004-11-13,6.3,1.9,-2.7,MZ00,2.8,MZ,1.7,10.7,WSW,20,330,MZZYYZ,67,39,18,MZ*0,8.6,MZ
2004-11-14,-1.7,-4.4,-7.3,MZ00,0.0,MZ,1.4,8.9,SW,0,260,MZZYYZ,56,34,21,MZ00,7.5,MZ
2004-11-15,4.9,-0.6,-5.4,MZ00,0.0,MZ,0.8,3.3,ESE,70,390,MZZYYZ,32,25,14,MZ00,7.4,MZ
2004-11-16,9.8,4.9,1.3,MZ00,0.0,MZ,1.0,6.0,ESE,50,400,MZZYYZ,26,14,8,MZ00,7.9,MZ
2004-11-17,11.6,7.1,2.9,MZ00,0.0,MZ,1.4,6.9,S,20,490,MZZYYZ,28,19,8,MZ00,7.5,MZ
2004-11-18,13.3,9.9,7.7,MZ00,0.0,MZ,2.4,10.1,SW,0,580,MZZZZZ,10,8,6,MZ0Z,7.2,MZ
2004-11-19,9.1,1.9,-3.4,MZ00,1.2,MZ,3.9,16.3,W,0,630,MZZZZZ,68,35,5,MZ*0,5.2,MZ
2004-11-20,1.6,-1.4,-3.7,MZ00,0.0,MZ,3.6,12.9,W,0,900,MZZYYZ,45,26,6,MZZ0,7.2,MZ
2004-11-21,5.4,3.0,-0.4,MZ00,0.0,MZ,2.1,11.2,W,20,520,MZZYYZ,49,40,33,MZ00,5.2,MZ
2004-11-22,9.9,5.6,2.0,MZ00,0.0,MZ,1.4,8.5,SW,10,270,MZZYYZ,42,21,7,MZ00,7.0,MZ
2004-11-23,10.0,7.6,5.6,MZ00,0.0,MZ,2.0,8.7,S,20,400,MZZYYZ,36,14,7,MZ00,6.8,MZ
2004-11-24,9.4,4.7,1.5,MZ00,0.0,MZ,0.5,4.7,,370,,MZZ00Z,34,23,9,MZ00,6.6,MZ
2004-11-25,2.6,0.4,-4.4,MZ00,0.0,MZ,0.7,2.9,,430,,MYZ00Y,81,46,28,MZ00,6.3,MZ
2004-11-26,7.2,3.0,0.6,MZ00,0.0,MZ,1.3,5.8,E,50,550,MZZYYZ,46,31,14,MZ*0,6.5,MZ
2004-11-27,6.7,2.6,-0.3,MZ00,0.0,MZ,1.1,7.2,SSW,120,250,MZZYYZ,44,27,13,MZ00,6.4,MZ
2004-11-28,4.8,0.6,-2.2,MZ00,0.0,MZ,0.9,6.9,,180,,MZZ00Z,51,31,17,MZ00,5.4,MZ
2004-11-29,-0.8,-3.7,-4.6,MZ00,0.0,MZ,,,,,,M00000,82,77,51,MZ00,,M0
2004-11-30,-2.1,-4.2,-7.8,MZ0Z,0.0,MZ,,,,,,M00000,85,80,74,MZ00,,M0
2004-12-01,-3.3,-5.9,-8.5,MZ00,0.0,MZ,,,,,,M00000,79,76,69,MZ00,,M0
2004-12-02,-0.9,-3.9,-5.4,MZ00,0.0,MZ,,,,,,M00000,82,79,66,MZ00,,M0
2004-12-03,4.1,-1.4,-3.3,MZ00,4.0,MZ,,,,,,M00000,87,75,53,MZ*0,5.3,MZ
2004-12-04,4.1,-1.9,-3.9,MZ00,6.0,MY,0.8,6.8,ESE,140,460,MZZYYZ,80,63,44,MZ*0,6.2,MZ
2004-12-05,4.2,-0.3,-3.2,MZ00,4.4,MZ,0.5,2.7,,380,,MZZ00Z,73,62,46,MZ*0,4.0,MZ
2004-12-06,4.3,1.2,-0.2,MZ00,7.8,MZ,0.4,3.3,,410,,MZZ00Z,90,69,48,MZ*0,2.5,MZ
2004-12-07,2.7,1.4,0.7,MZ00,17.2,MY,0.4,4.2,,370,,MZZ00Z,92,87,74,MZ*0,1.3,MZ
2004-12-08,6.3,1.4,-0.2,MZ00,5.4,MY,0.5,4.1,,310,,MZZ00Z,90,75,51,MZ*0,3.8,MZ
2004-12-09,4.5,0.2,-1.1,MZ00,4.6,MZ,,,,,,M00000,86,62,34,MZ*0,1.7,MZ
2004-12-10,9.0,2.3,-1.1,MZ00,4.6,MZ,0.8,3.1,ESE,90,530,MZZYYZ,43,30,15,MZ**,5.6,MZ
2004-12-11,6.9,0.1,-2.5,MZ00,2.4,MZ,0.9,2.6,ESE,120,670,MZZYYZ,37,25,13,MZ*0,5.6,MZ
2004-12-12,7.8,0.8,-1.9,MZ00,0.0,MZ,0.8,3.2,ESE,60,610,MZZYYZ,27,19,9,MZ00,5.5,MZ
2004-12-13,8.8,1.7,-1.0,MZ00,0.0,MZ,0.7,2.9,ESE,120,580,MZZYYZ,25,18,7,MZ00,5.4,MZ
2004-12-14,7.8,1.4,-1.5,MZ0Z,0.0,MZ,0.9,3.0,ESE,120,780,MZZYYZ,30,20,10,MZ00,5.4,MZ
2004-12-15,5.9,0.0,-2.7,MZ00,0.0,MZ,0.4,1.8,,550,,MZZ00Z,38,28,17,MZ00,4.1,MZ
2004-12-16,2.8,-2.0,-3.9,MZ00,0.0,MZ,0.5,3.5,,470,,MZZ00Z,69,44,27,MZ00,4.9,MZ
2004-12-17,1.4,-1.4,-3.8,MZ00,0.0,MZ,1.9,16.1,SW,20,340,MYZYYY,82,58,25,MZ00,3.2,MZ
2004-12-18,1.6,-4.8,-7.4,MZZ0,0.0,MZ,3.0,21.3,WSW,0,560,MZZYYZ,76,41,6,MZ*0,4.8,MZ
2004-12-19,2.4,-0.1,-2.0,MZ00,2.0,MZ,1.5,7.9,SW,90,390,MZZYYZ,82,68,45,MZ**,1.5,MZ
2004-12-20,-0.9,-4.8,-8.3,MZ00,0.0,MZ,0.4,4.5,,490,,MZZ00Z,80,72,52,MZ00,,M0
2004-12-21,-1.3,-8.2,-10.6,MZ00,0.0,MZ,0.6,2.6,,290,,MZZ00Z,74,56,24,MZ0*,1.3,MZ
2004-12-22,0.5,-5.2,-10.5,MZ00,1.8,MY,1.1,7.9,ESE,40,290,MZZYYZ,55,22,4,MY**,1.7,MZ
2004-12-23,8.9,4.2,-1.4,MZ00,4.6,MY,2.4,13.5,WSW,20,390,MZZYYZ,50,31,6,MZ*0,4.9,MZ
2004-12-24,9.5,6.0,0.3,MZ0Z,0.0,MZ,2.2,12.6,SW,30,290,MZZYYZ,26,9,4,MYYY,5.7,MZ
2004-12-25,-1.7,-5.3,-7.8,MZ00,0.0,MZ,0.4,3.0,,410,,MZZ00Z,79,71,29,MZ00,1.5,MZ
2004-12-26,-2.8,-4.8,-6.6,MZ00,0.0,MZ,,,,,,M00000,83,78,76,MZ00,,M0
2004-12-27,-0.5,-3.8,-5.0,MZ00,0.0,MZ,1.4,8.7,SW,110,360,MZZYYZ,80,64,49,MZ00,0.8,MY
2004-12-28,1.7,-3.7,-6.7,MZ0Z,0.0,MZ,1.3,10.6,W,130,220,MZZYYZ,73,58,28,MZ00,,M0
2004-12-29,-5.1,-7.7,-9.4,MZ00,0.0,MZ,1.5,11.1,WSW,60,260,MZZYYZ,49,37,27,MZ00,2.2,MZ
2004-12-30,3.5,-3.9,-9.8,MZ00,1.6,MZ,0.8,3.9,,160,,MZZ00Z,33,21,9,MZ*0,6.5,MZ
2004-12-31,10.0,5.2,-0.1,MZ00,14.8,MZ,1.2,7.5,SSW,70,320,MZZYYZ,30,14,6,MZY0,5.8,MZ
2005-01-01,7.6,3.8,0.3,MZ00,4.0,MY,1.7,9.9,SW,10,320,MZZYYZ,41,19,4,AY**,5.9,MZ
2005-01-02,3.9,1.0,-4.0,MZ00,0.0,MZ,4.0,14.0,WSW,0,800,MZZZZZ,51,42,29,AZ00,5.9,MZ
2005-01-03,3.7,-1.0,-4.8,MZ00,0.0,MZ,1.6,11.8,SW,20,360,MZZYYZ,46,20,9,AZ00,5.9,MZ
2005-01-04,9.2,4.3,-0.2,MZ00,0.0,MZ,1.6,8.1,S,20,470,MZZYYZ,19,13,8,AZ00,5.9,MZ
2005-01-05,9.5,4.9,1.9,MZ00,0.0,MZ,1.6,9.0,S,40,290,MZZYYZ,39,12,7,AZ00,5.9,MZ
2005-01-06,8.1,4.6,2.2,MZ00,0.0,MZ,2.6,13.5,WSW,10,450,MZZYYZ,50,25,5,AZ00,5.9,MZ
2005-01-07,10.2,5.2,2.3,MZ00,0.0,MZ,1.1,6.2,ESE,80,490,MZZYYZ,24,18,11,AZ00,6.1,MZ
2005-01-08,10.6,5.0,2.3,MZ00,0.0,MZ,1.2,5.8,E,40,330,MZZYYZ,22,13,4,AZ00,6.2,MZ
2005-01-09,10.6,5.3,2.4,MZ00,0.0,MZ,1.8,9.3,SSW,30,320,MZZYYZ,39,20,4,AZ00,5.7,MZ
2005-01-10,9.4,3.2,0.1,MZ00,0.0,MZ,1.0,4.6,ESE,60,500,MZZYYZ,23,15,8,AZ00,6.4,MZ
2005-01-11,8.6,3.3,-1.3,MZ00,0.0,MZ,0.9,4.7,S,120,370,MZZYYZ,19,10,4,AY**,6.3,MZ
2005-01-12,7.5,2.1,-0.7,MZ00,0.0,MZ,0.8,5.5,ESE,130,300,MZZYYZ,44,28,15,AZ00,6.4,MZ
2005-01-13,3.8,1.6,-0.1,MZ00,0.0,MZ,1.9,8.8,S,10,380,MZZYYZ,49,27,4,AZ00,6.5,MZ
2005-01-14,8.4,3.2,-4.8,MZ00,0.0,MZ,1.7,7.6,S,110,470,MZZYYZ,29,7,4,AY**,6.8,MZ
2005-01-15,8.3,1.5,-4.8,MZ00,0.0,MZ,1.0,6.2,SSW,120,280,MZZYYZ,27,10,4,AY**,6.9,MZ
2005-01-16,9.7,1.5,-4.0,MZ00,0.0,MZ,0.9,2.8,,240,,MZZ00Z,18,10,4,AY**,6.9,MZ
2005-01-17,8.6,1.4,-1.3,MZ00,0.0,MZ,0.8,3.0,,170,,MZZ00Z,24,13,5,AZ00,7.0,MZ
2005-01-18,0.7,-3.3,-8.8,MZ00,0.0,MZ,1.8,13.7,E,60,340,MZZYYZ,81,47,21,AZ00,1.9,MZ
2005-01-19,-2.0,-5.0,-8.1,MZ00,1.2,MZ,1.7,13.4,SW,40,180,MZZYYZ,46,34,12,AZ*0,8.2,MZ
2005-01-20,5.7,2.7,-2.7,MZ0Z,0.2,MY,3.0,15.7,W,40,510,MZZYYZ,57,38,13,AZ00,4.5,MZ
2005-01-21,4.3,1.8,-0.8,MZ00,0.0,MZ,3.4,16.1,W,10,900,MZZYYZ,68,48,32,AZ0*,6.8,MZ
2005-01-22,2.6,0.1,-1.7,MZ00,5.8,MY,2.5,11.0,W,20,400,MZZYYZ,73,54,32,AZ*0,5.3,MZ
2005-01-23,-0.5,-3.7,-6.3,MZ00,0.0,MZ,0.8,8.4,,370,,MZZ00Z,80,66,36,AZ*0,,M0
2005-01-24,-6.3,-9.4,-14.4,MZ00,0.0,MZ,1.7,10.4,W,60,420,MZZYYZ,57,40,22,AZ00,6.5,MZ
2005-01-25,-8.0,-13.2,-15.5,MZ00,0.0,MZ,1.0,5.9,S,70,270,MZZYYZ,38,27,9,AZ00,6.2,MZ
2005-01-26,-6.1,-11.5,-16.2,MZ00,0.2,MY,0.9,6.3,ESE,80,290,MZZYYZ,34,25,10,AZ00,7.9,MZ
2005-01-27,-1.2,-9.4,-13.1,MZ00,3.0,MY,0.7,3.1,,250,,MZZ00Z,39,26,11,AZ*0,8.4,MZ
2005-01-28,-5.3,-11.0,-15.0,MZ00,0.2,MY,1.1,7.6,S,80,280,MZZYYZ,66,32,16,AZ00,9.3,MZ
2005-01-29,-4.8,-11.2,-15.7,MZ00,0.0,MZ,0.8,4.2,,180,,MZZ00Z,41,29,15,AZ00,7.4,MZ
2005-01-30,2.8,-5.4,-10.1,MZ00,1.0,MY,0.7,2.8,,220,,MZZ00Z,28,14,5,AZ00,9.1,MZ
2005-01-31,6.6,0.1,-4.4,MZ00,0.0,MZ,1.5,9.3,SW,40,290,MZZYYZ,26,14,6,AZ00,9.3,MZ
2005-02-01,3.2,-1.4,-7.3,MZ00,0.0,MZ,2.3,11.7,W,20,440,MZZYYZ,48,37,25,AZ00,8.0,MZ
2005-02-02,2.6,-3.1,-7.1,MZ00,0.0,MZ,1.7,11.2,WSW,10,300,MZZYYZ,37,24,12,AZ00,9.0,MZ
2005-02-03,7.5,0.3,-3.9,MZ00,0.0,MZ,1.4,8.0,ESE,40,270,MZZYYZ,27,17,9,AZ00,9.7,MZ
2005-02-04,3.7,-2.6,-7.8,MZ00,0.0,MZ,0.5,3.9,,380,,MZZ00Z,41,27,18,AZ00,9.6,MZ
2005-02-05,-0.1,-7.1,-12.6,MZ00,0.0,MZ,0.3,2.6,,710,,MYZ00Y,78,58,33,AZ*0,9.6,MZ
2005-02-06,-5.7,-8.5,-11.3,MZ00,0.0,MZ,,3.1,,,,M0Z000,75,72,63,AZ00,,M0
2005-02-07,-1.2,-8.6,-12.3,MZ00,1.0,MY,0.5,3.7,,490,,MZZ00Z,74,55,23,AZ00,1.9,MZ
2005-02-08,2.2,-6.9,-11.5,MZ00,4.2,MY,0.4,2.1,,490,,MZZ00Z,71,51,24,AZ*0,6.1,MZ
2005-02-09,3.6,-3.8,-7.8,MZ00,0.2,MY,0.6,3.9,,220,,MZZ00Z,49,35,16,AZ00,11.3,MZ
2005-02-10,5.5,-0.5,-6.5,MZ00,0.0,MZ,1.4,8.4,WSW,60,280,MZZYYZ,42,21,10,AZ00,10.7,MZ
2005-02-11,6.7,3.3,0.2,MZ00,0.0,MZ,3.0,11.4,SW,10,420,MZZYYZ,51,37,22,AZ00,7.3,MZ
2005-02-12,6.9,4.4,1.7,MZ00,0.2,MY,4.0,14.0,SW,0,750,MZZZZZ,67,48,41,AZ00,4.8,MZ
2005-02-13,2.0,-3.1,-7.9,MZ00,0.0,MZ,3.0,16.6,W,0,570,MZZYYZ,71,46,26,AZ00,10.0,MZ
2005-02-14,-3.6,-7.5,-9.4,MZ00,0.6,MY,1.8,11.9,WSW,10,220,MZZYYZ,61,37,24,AZ*0,10.6,MZ
2005-02-15,-4.2,-8.1,-11.7,MZ00,0.0,MZ,1.7,10.2,W,10,370,MZZYYZ,41,34,23,AZ00,12.5,MZ
2005-02-16,-2.6,-9.7,-13.3,MZ00,0.0,MZ,1.5,9.5,WSW,50,350,MZZYYZ,44,33,12,AZ00,10.7,MZ
2005-02-17,3.1,-5.4,-11.9,MZ00,0.0,MZ,1.1,6.6,ESE,100,280,MZZYYZ,48,26,8,AZ00,12.5,MZ
2005-02-18,2.5,-6.4,-12.1,MZ00,0.0,MZ,0.6,3.5,,360,,MZZ00Z,62,36,17,AZ00,12.4,MZ
2005-02-19,-1.8,-5.5,-8.7,MZ00,0.0,MZ,1.4,7.8,W,20,410,MZZYYZ,41,30,7,AZ00,7.9,MZ
2005-02-20,-5.7,-8.7,-10.5,MZ00,0.0,MZ,1.5,8.0,W,50,220,MZZYYZ,39,33,25,AZ00,8.0,MZ
2005-02-21,-7.0,-9.8,-12.3,MZ00,0.0,MZ,2.3,8.8,W,0,700,MZZYYZ,39,33,26,AZ00,9.0,MZ
2005-02-22,-2.7,-10.1,-14.0,MZ00,0.0,MZ,0.8,5.6,,360,,MZZ00Z,73,47,15,AZ00,9.1,MZ
2005-02-23,-0.7,-9.7,-14.2,MZ00,2.4,MZ,1.2,6.6,ESE,90,580,MZZYYZ,71,45,17,AZ*0,7.7,MZ
2005-02-24,-4.1,-9.6,-13.2,MZ00,0.0,MZ,2.4,13.4,ESE,90,800,MZZYYZ,74,49,25,AZ00,14.2,MZ
2005-02-25,-1.2,-8.4,-13.5,MZ00,0.2,MY,0.7,4.2,,210,,MZZ00Z,73,53,16,AZ00,14.8,MZ
2005-02-26,-0.6,-8.1,-12.2,MZ00,0.0,MZ,1.4,8.7,ESE,110,340,MZZYYZ,55,33,13,AZ00,14.8,MZ
2005-02-27,-5.7,-10.1,-12.9,MZ00,0.0,MZ,2.1,9.7,W,10,420,MZZYYZ,47,32,22,AZ00,15.0,MZ
2005-02-28,-7.2,-12.0,-15.8,MZ00,0.6,MZ,0.8,9.6,,440,,MZZ00Z,71,56,32,AZ00,9.2,MZ
2005-03-01,-2.8,-12.1,-18.7,MZ00,1.0,MZ,0.4,2.5,,550,,MZZ00Z,71,51,24,AZ00,11.2,MZ
2005-03-02,-0.3,-8.3,-13.7,MZ00,0.0,MZ,0.5,3.9,,360,,MZZ00Z,68,32,10,AZ00,16.0,MZ
2005-03-03,-5.6,-10.4,-12.5,MZ00,0.2,MY,,27.7,,,,M0Z000,73,63,28,AZ0*,2.5,MZ
2005-03-04,-1.0,-7.3,-11.3,MZ00,4.2,MZ,1.5,8.1,W,130,290,MZZYYZ,70,48,26,AZ*0,4.1,MZ
2005-03-05,-4.2,-8.4,-11.0,MZ00,0.6,MY,1.8,10.6,W,60,380,MZZYYZ,45,36,25,AZ00,13.7,MZ
2005-03-06,-4.9,-9.1,-11.9,MZ00,0.0,MZ,1.7,9.7,W,30,380,MZZYYZ,43,33,24,AZ00,17.8,MZ
2005-03-07,-6.0,-10.0,-13.4,MZ00,0.0,MZ,2.2,11.7,W,20,340,MZZYYZ,41,31,18,AZ00,17.1,MZ
2005-03-08,-1.2,-5.4,-10.0,MZ00,0.0,MZ,2.5,12.0,WSW,0,450,MZZYYZ,39,31,24,AZ00,17.9,MZ
2005-03-09,5.7,-0.6,-5.4,MZ00,0.0,MZ,1.8,9.0,WSW,0,310,MZZYYZ,38,18,4,AY**,18.2,MZ
2005-03-10,7.2,0.2,-5.2,MZ00,0.0,MZ,1.3,6.9,,170,,MZZ00Z,47,15,4,AY*Y,17.6,MZ
2005-03-11,6.0,-0.5,-6.0,MZ00,0.0,MZ,1.6,8.4,SW,40,310,MZZYYZ,44,24,10,AZ00,18.3,MZ
2005-03-12,5.6,1.0,-3.8,MZ00,0.0,MZ,3.3,12.5,W,0,570,MZZZZZ,34,13,4,AY**,18.3,MZ
2005-03-13,6.8,-0.5,-5.2,MZ00,0.0,MZ,1.1,11.2,,200,,MZZ00Z,55,29,6,AZ0*,18.6,MZ
2005-03-14,8.9,0.5,-5.9,MZ00,0.0,MZ,0.8,5.7,,180,,MZZ00Z,60,41,12,AZ00,18.2,MZ
2005-03-15,10.2,4.6,0.3,MZ00,0.0,MZ,1.4,7.7,W,90,220,MZZYYZ,64,37,15,AZ00,19.1,MZ
2005-03-16,14.2,6.7,0.7,MZ00,0.0,MZ,1.0,17.1,ESE,110,420,MZZYYZ,54,31,10,AZ*0,19.2,MZ
2005-03-17,14.7,7.8,3.1,MZ00,0.0,MZ,1.7,8.2,ESE,20,240,MZZYYZ,39,15,4,AY**,20.0,MZ
2005-03-18,16.9,9.6,4.2,MZ00,0.0,MZ,1.0,5.8,ESE,80,410,MZZYYZ,24,13,5,AZ00,19.5,MZ
2005-03-19,16.7,10.0,5.1,MZ00,0.0,MZ,1.2,7.5,ESE,80,380,MZZYYZ,28,15,6,AZ00,19.8,MZ
2005-03-20,15.4,8.2,2.5,MZ00,0.0,MZ,0.8,3.8,ESE,80,450,MZZYYZ,74,32,9,AZ00,19.5,MZ
2005-03-21,11.2,5.1,0.3,MZ00,0.0,MZ,0.6,2.7,,390,,MZZ00Z,79,54,28,AZ00,18.3,MZ
2005-03-22,5.3,2.5,0.4,MZ00,0.4,MY,0.4,2.8,,570,,MZZ00Z,91,81,67,AZ00,3.7,MZ
2005-03-23,8.7,4.4,1.8,MZ00,5.6,MZ,1.4,9.9,,190,,MZZ00Z,90,71,51,AZ**,10.1,MZ
2005-03-24,3.3,1.9,0.5,MZ00,9.6,MZ,0.6,6.7,,290,,MZZ00Z,100,98,87,AZ00,2.0,MZ
2005-03-25,11.9,5.2,0.5,MZ00,0.0,MZ,1.1,5.6,S,120,200,MZZYYZ,100,61,27,AZ**,19.8,MZ
